Event Time	Visitor ID	Events Type	Product ID	transactionid	Date
02-06-2015 04:58:58	97140	view	328025		02-06-2015
02-06-2015 05:52:25	138674	view	202719		02-06-2015
02-06-2015 05:29:41	1045633	view	372688		02-06-2015
02-06-2015 05:54:31	202383	view	261865		02-06-2015
02-06-2015 05:59:14	1109336	view	431148		02-06-2015
02-06-2015 04:58:55	320957	view	102131		02-06-2015
02-06-2015 05:45:01	132736	view	67627		02-06-2015
02-06-2015 05:52:33	282587	view	78037		02-06-2015
02-06-2015 05:29:10	901571	view	458588		02-06-2015
02-06-2015 05:29:09	442035	view	75006		02-06-2015
02-06-2015 05:04:29	881338	view	24431		02-06-2015
02-06-2015 05:29:06	789114	view	412312		02-06-2015
02-06-2015 05:15:04	1096028	view	337686		02-06-2015
02-06-2015 05:29:02	1269628	view	137305		02-06-2015
02-06-2015 05:28:51	428642	view	167337		02-06-2015
02-06-2015 04:54:58	1217827	view	203231		02-06-2015
02-06-2015 04:58:44	1076270	view	269430		02-06-2015
02-06-2015 05:52:51	1137444	view	308053		02-06-2015
02-06-2015 05:09:36	1254314	view	202373		02-06-2015
02-06-2015 05:12:55	870742	view	456005		02-06-2015
02-06-2015 05:09:00	712443	view	346655		02-06-2015
02-06-2015 05:54:24	513527	view	227437		02-06-2015
02-06-2015 05:12:22	599528	addtocart	356475		02-06-2015
02-06-2015 05:23:15	1341619	view	77884		02-06-2015
02-06-2015 05:28:17	492414	view	279976		02-06-2015
02-06-2015 04:55:08	824915	view	25427		02-06-2015
02-06-2015 05:28:14	248805	view	347194		02-06-2015
02-06-2015 05:45:52	1263264	view	46097		02-06-2015
02-06-2015 05:59:42	239546	view	42002		02-06-2015
02-06-2015 05:20:09	506289	view	131383		02-06-2015
02-06-2015 05:27:57	432824	view	221347		02-06-2015
02-06-2015 05:27:56	8287	view	459752		02-06-2015
02-06-2015 05:46:09	338231	view	141264		02-06-2015
02-06-2015 05:14:49	398762	view	21886		02-06-2015
02-06-2015 05:53:08	625389	view	316135		02-06-2015
02-06-2015 05:27:40	428642	view	190172		02-06-2015
02-06-2015 04:58:28	911380	view	28540		02-06-2015
02-06-2015 05:23:25	326029	view	455763		02-06-2015
02-06-2015 04:58:27	357556	view	13091		02-06-2015
02-06-2015 05:53:16	536254	view	267839		02-06-2015
02-06-2015 05:17:56	599528	transaction	356475	4000	02-06-2015
02-06-2015 05:05:12	1124962	view	213464		02-06-2015
02-06-2015 05:05:12	1402325	view	20889		02-06-2015
02-06-2015 05:27:04	930371	view	160161		02-06-2015
02-06-2015 05:27:00	1304277	view	341548		02-06-2015
02-06-2015 05:18:12	428642	view	7438		02-06-2015
02-06-2015 05:08:10	456697	view	398579		02-06-2015
02-06-2015 05:05:23	1118731	view	350689		02-06-2015
02-06-2015 04:55:12	390868	view	432330		02-06-2015
02-06-2015 05:00:29	1004326	view	432925		02-06-2015
02-06-2015 05:26:34	761633	view	432152		02-06-2015
02-06-2015 05:05:26	952604	view	466861		02-06-2015
02-06-2015 05:05:26	849453	view	423120		02-06-2015
02-06-2015 05:26:30	75249	view	283146		02-06-2015
02-06-2015 05:53:36	1028478	view	438681		02-06-2015
02-06-2015 05:40:37	77112	view	146700		02-06-2015
02-06-2015 05:08:45	448895	view	322930		02-06-2015
02-06-2015 04:54:32	736627	view	98498		02-06-2015
02-06-2015 05:26:12	301980	view	288280		02-06-2015
02-06-2015 05:08:38	1316756	view	303619		02-06-2015
02-06-2015 05:10:36	346219	view	37945		02-06-2015
02-06-2015 05:23:43	402205	view	46130		02-06-2015
02-06-2015 05:58:53	949379	view	310791		02-06-2015
02-06-2015 05:53:55	170060	view	213570		02-06-2015
02-06-2015 05:08:06	1249248	view	422425		02-06-2015
02-06-2015 05:13:18	265788	view	10620		02-06-2015
02-06-2015 04:56:07	424164	view	397256		02-06-2015
02-06-2015 05:16:21	1229852	view	389644		02-06-2015
02-06-2015 05:36:17	1241483	view	298868		02-06-2015
02-06-2015 04:56:06	132864	view	386146		02-06-2015
02-06-2015 05:25:21	1384997	view	134458		02-06-2015
02-06-2015 05:40:23	177820	view	244504		02-06-2015
02-06-2015 05:25:20	1107507	view	444338		02-06-2015
02-06-2015 05:19:01	497111	view	367617		02-06-2015
02-06-2015 05:24:07	529601	view	161166		02-06-2015
02-06-2015 05:05:59	1386874	view	261320		02-06-2015
02-06-2015 05:08:11	126887	view	413990		02-06-2015
02-06-2015 05:14:18	125625	view	25071		02-06-2015
02-06-2015 05:06:25	1153198	view	388242		02-06-2015
02-06-2015 05:21:41	122629	view	256368		02-06-2015
02-06-2015 05:21:32	231733	view	324624		02-06-2015
02-06-2015 05:10:46	870742	view	234255		02-06-2015
02-06-2015 05:13:32	266709	view	190545		02-06-2015
02-06-2015 05:21:23	208393	view	268266		02-06-2015
02-06-2015 05:07:30	589997	view	110122		02-06-2015
02-06-2015 05:40:51	800456	view	394254		02-06-2015
02-06-2015 04:57:18	1100013	view	40596		02-06-2015
02-06-2015 05:38:22	77112	view	38483		02-06-2015
02-06-2015 05:55:23	1044534	view	272187		02-06-2015
02-06-2015 04:54:41	105775	addtocart	312728		02-06-2015
01-06-2015 20:59:04	676969	view	276704		01-06-2015
01-06-2015 21:36:54	547051	view	184199		01-06-2015
01-06-2015 21:19:42	198036	view	337335		01-06-2015
01-06-2015 21:23:19	986452	view	429607		01-06-2015
01-06-2015 20:57:39	1044315	view	325262		01-06-2015
01-06-2015 21:10:25	249113	view	425726		01-06-2015
01-06-2015 21:16:02	672710	view	161346		01-06-2015
01-06-2015 21:11:21	824778	view	285173		01-06-2015
01-06-2015 21:27:41	79247	view	458894		01-06-2015
01-06-2015 21:09:58	1143402	view	272446		01-06-2015
01-06-2015 20:48:12	178282	view	449010		01-06-2015
01-06-2015 20:55:45	733007	view	188148		01-06-2015
01-06-2015 21:20:15	948586	view	402236		01-06-2015
01-06-2015 20:58:42	752818	view	43391		01-06-2015
01-06-2015 21:26:31	85734	view	331725		01-06-2015
01-06-2015 21:35:04	1323080	view	71957		01-06-2015
01-06-2015 21:18:56	820159	view	369447		01-06-2015
01-06-2015 21:19:56	927479	view	201940		01-06-2015
01-06-2015 21:23:18	463621	view	372845		01-06-2015
01-06-2015 21:07:46	290549	view	72611		01-06-2015
01-06-2015 21:33:29	937632	view	260581		01-06-2015
01-06-2015 21:04:12	511064	view	354042		01-06-2015
01-06-2015 21:34:34	998406	view	33638		01-06-2015
01-06-2015 21:05:50	1057088	view	334432		01-06-2015
01-06-2015 21:16:23	550788	view	440180		01-06-2015
01-06-2015 21:24:20	804607	view	459761		01-06-2015
01-06-2015 21:08:59	1242160	view	385376		01-06-2015
01-06-2015 21:38:59	256542	view	336552		01-06-2015
01-06-2015 21:18:10	668712	view	291770		01-06-2015
01-06-2015 21:30:38	227335	view	443967		01-06-2015
01-06-2015 21:00:02	457237	view	234185		01-06-2015
01-06-2015 21:29:37	1185234	view	154912		01-06-2015
01-06-2015 21:24:47	1046168	view	86238		01-06-2015
01-06-2015 21:34:59	85734	view	122834		01-06-2015
01-06-2015 20:54:28	121688	view	282803		01-06-2015
01-06-2015 21:36:47	939182	view	48743		01-06-2015
01-06-2015 21:03:05	951557	view	138439		01-06-2015
01-06-2015 21:24:37	73449	view	54008		01-06-2015
01-06-2015 21:30:39	1075043	view	178496		01-06-2015
01-06-2015 20:50:43	832459	view	458265		01-06-2015
01-06-2015 21:42:01	192487	view	170751		01-06-2015
01-06-2015 21:34:00	435847	view	2263		01-06-2015
01-06-2015 21:35:11	1202062	view	59776		01-06-2015
01-06-2015 21:24:08	812748	view	14671		01-06-2015
01-06-2015 21:35:17	131086	view	402110		01-06-2015
01-06-2015 21:32:53	609410	view	207825		01-06-2015
01-06-2015 21:10:04	855825	view	460643		01-06-2015
01-06-2015 20:49:53	15613	view	237422		01-06-2015
01-06-2015 21:27:26	110877	view	336855		01-06-2015
01-06-2015 21:23:17	1294366	view	204785		01-06-2015
01-06-2015 20:45:55	421206	view	392392		01-06-2015
01-06-2015 21:17:57	948586	view	164109		01-06-2015
01-06-2015 21:18:46	765834	view	179601		01-06-2015
01-06-2015 21:39:32	330834	view	134118		01-06-2015
01-06-2015 21:24:32	1294366	view	106279		01-06-2015
01-06-2015 21:26:20	1328894	view	43101		01-06-2015
01-06-2015 20:45:48	742458	view	250212		01-06-2015
01-06-2015 21:40:45	192487	view	153935		01-06-2015
01-06-2015 21:39:32	1370178	view	253175		01-06-2015
01-06-2015 20:56:43	425516	view	466472		01-06-2015
01-06-2015 21:24:20	1173577	view	106874		01-06-2015
01-06-2015 21:12:12	1102723	view	280375		01-06-2015
01-06-2015 21:15:24	1055632	view	316753		01-06-2015
01-06-2015 21:13:28	628886	view	105274		01-06-2015
01-06-2015 21:15:13	861030	view	59866		01-06-2015
01-06-2015 21:13:17	11598	view	62549		01-06-2015
01-06-2015 20:55:46	303145	view	32971		01-06-2015
01-06-2015 21:02:51	944943	view	426007		01-06-2015
01-06-2015 20:46:56	260599	view	86238		01-06-2015
01-06-2015 21:34:42	1188336	view	216095		01-06-2015
01-06-2015 21:17:43	1317317	view	14159		01-06-2015
01-06-2015 21:37:55	1354316	view	215767		01-06-2015
01-06-2015 21:43:04	1322055	view	308985		01-06-2015
01-06-2015 20:54:38	1375369	view	139936		01-06-2015
01-06-2015 21:20:11	286616	view	371590		01-06-2015
01-06-2015 20:45:45	971845	view	251813		01-06-2015
01-06-2015 21:14:33	859718	view	379264		01-06-2015
01-06-2015 20:45:23	229335	view	222613		01-06-2015
01-06-2015 21:36:40	1313440	view	347937		01-06-2015
01-06-2015 20:59:47	766230	view	286065		01-06-2015
01-06-2015 21:36:40	413869	view	232858		01-06-2015
01-06-2015 21:04:54	1057088	view	334432		01-06-2015
01-06-2015 20:48:10	980257	view	337431		01-06-2015
01-06-2015 21:41:54	1322055	view	308985		01-06-2015
01-06-2015 21:17:09	1141573	view	395596		01-06-2015
01-06-2015 21:40:34	800587	view	29100		01-06-2015
01-06-2015 21:14:07	214589	view	267010		01-06-2015
01-06-2015 21:09:35	1141573	view	203877		01-06-2015
01-06-2015 20:58:03	945697	view	96924		01-06-2015
01-06-2015 21:10:43	344176	view	95655		01-06-2015
01-06-2015 21:11:40	1017556	view	84160		01-06-2015
01-06-2015 21:21:44	820159	view	261793		01-06-2015
01-06-2015 20:49:35	612769	view	343537		01-06-2015
01-06-2015 21:26:35	968797	view	407343		01-06-2015
01-06-2015 21:31:43	292025	view	63184		01-06-2015
01-06-2015 21:41:34	679474	view	368057		01-06-2015
01-06-2015 21:01:35	1047271	view	105334		01-06-2015
01-06-2015 20:51:06	286616	view	243470		01-06-2015
01-06-2015 21:14:55	355079	view	444951		01-06-2015
01-06-2015 21:00:39	1323322	view	227470		01-06-2015
01-06-2015 21:39:52	24769	view	55364		01-06-2015
01-06-2015 21:22:28	463621	view	257040		01-06-2015
01-06-2015 20:48:55	991664	view	62312		01-06-2015
01-06-2015 21:43:24	1093035	view	444979		01-06-2015
01-06-2015 21:15:41	219304	view	374673		01-06-2015
01-06-2015 21:16:55	663314	view	47139		01-06-2015
01-06-2015 21:38:36	298291	view	24608		01-06-2015
01-06-2015 21:24:44	983709	view	198209		01-06-2015
01-06-2015 21:22:05	1136722	view	298056		01-06-2015
01-06-2015 20:55:14	623748	view	305760		01-06-2015
01-06-2015 21:18:55	115171	view	356283		01-06-2015
01-06-2015 21:24:42	320454	view	441953		01-06-2015
01-06-2015 21:20:35	820159	view	268881		01-06-2015
01-06-2015 20:49:21	178376	view	189563		01-06-2015
01-06-2015 21:01:46	1004326	view	432925		01-06-2015
01-06-2015 21:18:13	1317249	view	204070		01-06-2015
01-06-2015 20:48:50	118343	view	462945		01-06-2015
01-06-2015 21:09:19	317642	view	58869		01-06-2015
01-06-2015 21:31:28	1207572	view	19003		01-06-2015
01-06-2015 21:40:24	949171	view	150217		01-06-2015
01-06-2015 20:58:31	1195252	view	358130		01-06-2015
01-06-2015 21:06:16	227368	view	108638		01-06-2015
01-06-2015 21:42:50	196602	addtocart	63312		01-06-2015
01-06-2015 21:20:55	1159635	view	168527		01-06-2015
01-06-2015 21:18:21	121688	transaction	15335	11117	01-06-2015
01-06-2015 20:44:37	421206	view	38006		01-06-2015
01-06-2015 21:02:46	536514	view	80299		01-06-2015
01-06-2015 21:12:56	115713	view	433059		01-06-2015
01-06-2015 20:49:49	1340085	view	159835		01-06-2015
01-06-2015 21:35:50	553696	view	265505		01-06-2015
01-06-2015 21:29:00	777066	view	125810		01-06-2015
01-06-2015 21:12:45	249113	view	181673		01-06-2015
01-06-2015 21:32:30	610183	view	436461		01-06-2015
01-06-2015 20:52:38	1332255	view	94488		01-06-2015
01-06-2015 20:56:59	789827	view	102229		01-06-2015
01-06-2015 20:57:12	1358943	view	233770		01-06-2015
01-06-2015 21:32:32	1065157	view	197980		01-06-2015
01-06-2015 21:04:26	160807	view	391289		01-06-2015
01-06-2015 21:02:00	886864	view	76196		01-06-2015
01-06-2015 21:28:15	1149807	view	141703		01-06-2015
01-06-2015 21:12:13	1134473	view	396045		01-06-2015
01-06-2015 21:19:14	385457	view	456627		01-06-2015
01-06-2015 20:52:29	832459	view	281657		01-06-2015
01-06-2015 21:35:31	192487	view	170751		01-06-2015
01-06-2015 21:12:43	1055125	view	263153		01-06-2015
01-06-2015 21:38:00	1015518	view	24291		01-06-2015
01-06-2015 21:00:25	940454	view	383336		01-06-2015
01-06-2015 20:49:47	333162	view	434278		01-06-2015
01-06-2015 21:38:00	138565	view	140861		01-06-2015
01-06-2015 20:47:16	351150	view	246110		01-06-2015
01-06-2015 20:46:25	850173	view	243470		01-06-2015
01-06-2015 20:50:52	1256332	view	165035		01-06-2015
01-06-2015 21:33:48	553917	view	93001		01-06-2015
01-06-2015 21:26:33	820159	view	281211		01-06-2015
01-06-2015 20:47:58	889022	view	395153		01-06-2015
01-06-2015 20:49:25	15613	view	89737		01-06-2015
01-06-2015 21:37:35	1291089	view	88318		01-06-2015
01-06-2015 21:40:47	38015	view	137633		01-06-2015
01-06-2015 21:05:16	778817	view	184370		01-06-2015
01-06-2015 21:09:42	1113676	view	350629		01-06-2015
01-06-2015 20:48:31	409263	view	360173		01-06-2015
01-06-2015 21:19:01	273406	view	36683		01-06-2015
01-06-2015 21:28:20	1163398	view	462203		01-06-2015
01-06-2015 21:34:30	1343346	view	20192		01-06-2015
01-06-2015 21:34:14	610183	view	396238		01-06-2015
01-06-2015 20:46:38	721927	view	59467		01-06-2015
01-06-2015 21:23:54	486646	view	306260		01-06-2015
01-06-2015 21:00:18	738984	view	61847		01-06-2015
01-06-2015 21:20:16	1404060	view	320970		01-06-2015
01-06-2015 21:12:57	216062	view	302948		01-06-2015
01-06-2015 20:53:39	588923	view	196038		01-06-2015
01-06-2015 20:45:27	9289	view	315393		01-06-2015
01-06-2015 21:03:56	1318763	view	379744		01-06-2015
01-06-2015 20:50:26	850173	view	85940		01-06-2015
01-06-2015 21:11:13	323192	view	185935		01-06-2015
01-06-2015 21:11:27	1099154	view	50467		01-06-2015
01-06-2015 21:31:00	85734	view	264801		01-06-2015
01-06-2015 21:32:57	371220	view	161478		01-06-2015
01-06-2015 20:56:22	179335	view	262107		01-06-2015
01-06-2015 21:18:50	1123910	view	189429		01-06-2015
01-06-2015 20:56:22	605852	view	80435		01-06-2015
01-06-2015 21:37:11	949171	view	76617		01-06-2015
01-06-2015 20:49:12	1349893	view	356320		01-06-2015
01-06-2015 21:05:21	294125	view	428825		01-06-2015
01-06-2015 21:25:27	416876	view	350766		01-06-2015
01-06-2015 21:18:47	127337	view	375492		01-06-2015
01-06-2015 21:27:34	1211545	view	107853		01-06-2015
01-06-2015 21:38:17	1314862	view	344224		01-06-2015
01-06-2015 21:08:21	950703	view	198620		01-06-2015
01-06-2015 21:27:54	757620	view	397995		01-06-2015
01-06-2015 21:22:41	463561	view	451967		01-06-2015
01-06-2015 21:24:33	812748	view	431148		01-06-2015
01-06-2015 21:25:49	690053	view	421615		01-06-2015
01-06-2015 21:41:31	803159	view	197245		01-06-2015
01-06-2015 21:36:18	939182	view	140861		01-06-2015
01-06-2015 21:05:33	1246148	view	58194		01-06-2015
01-06-2015 21:00:14	186920	view	248175		01-06-2015
01-06-2015 21:40:23	1222188	view	403716		01-06-2015
01-06-2015 20:57:47	1081792	view	135251		01-06-2015
01-06-2015 21:16:50	119444	view	78163		01-06-2015
01-06-2015 21:03:45	160807	view	280375		01-06-2015
01-06-2015 21:38:22	539910	view	385201		01-06-2015
01-06-2015 21:33:23	606967	view	192832		01-06-2015
01-06-2015 20:54:02	672744	view	318333		01-06-2015
01-06-2015 21:12:41	473837	view	416987		01-06-2015
01-06-2015 21:40:03	660365	view	449646		01-06-2015
01-06-2015 21:06:47	249113	view	295785		01-06-2015
01-06-2015 20:54:03	1273449	view	277613		01-06-2015
01-06-2015 21:38:22	1282331	view	65188		01-06-2015
01-06-2015 20:55:08	350566	view	458265		01-06-2015
01-06-2015 21:31:01	536068	view	91607		01-06-2015
01-06-2015 21:39:29	110929	view	377474		01-06-2015
01-06-2015 21:15:51	672710	view	77173		01-06-2015
01-06-2015 21:10:50	447658	view	302303		01-06-2015
01-06-2015 21:27:06	923376	view	385769		01-06-2015
01-06-2015 21:07:29	292205	view	102229		01-06-2015
01-06-2015 21:00:57	748891	view	176162		01-06-2015
01-06-2015 21:12:05	157954	view	143486		01-06-2015
01-06-2015 20:52:01	158096	view	154413		01-06-2015
01-06-2015 21:35:46	648957	view	121453		01-06-2015
01-06-2015 21:04:55	1377315	view	428952		01-06-2015
01-06-2015 20:57:47	109429	view	254477		01-06-2015
01-06-2015 21:03:37	178721	view	49347		01-06-2015
01-06-2015 21:39:05	883403	view	199810		01-06-2015
01-06-2015 21:23:10	1141573	view	233263		01-06-2015
01-06-2015 21:39:16	1370178	view	333560		01-06-2015
01-06-2015 21:26:45	350566	view	462394		01-06-2015
01-06-2015 21:42:16	266069	view	319910		01-06-2015
01-06-2015 20:57:40	1209307	view	123882		01-06-2015
01-06-2015 21:35:02	1185234	view	62746		01-06-2015
01-06-2015 21:31:21	7684	view	253615		01-06-2015
01-06-2015 20:48:59	1242160	view	267535		01-06-2015
01-06-2015 20:53:30	1312385	view	337358		01-06-2015
01-06-2015 21:27:13	1139541	view	364043		01-06-2015
01-06-2015 21:31:20	1395006	view	56352		01-06-2015
01-06-2015 20:53:36	422998	view	99496		01-06-2015
01-06-2015 21:23:30	924087	view	412404		01-06-2015
01-06-2015 21:09:36	611473	view	455006		01-06-2015
01-06-2015 21:25:15	552148	transaction	81345	5444	01-06-2015
01-06-2015 21:18:38	768855	view	316444		01-06-2015
01-06-2015 21:10:32	639964	view	360258		01-06-2015
01-06-2015 21:30:23	418972	view	174172		01-06-2015
01-06-2015 20:59:49	98881	view	24477		01-06-2015
01-06-2015 21:29:42	420571	view	241752		01-06-2015
01-06-2015 21:13:53	179239	view	183238		01-06-2015
01-06-2015 21:41:04	7173	view	14974		01-06-2015
01-06-2015 21:08:12	32389	view	98728		01-06-2015
01-06-2015 21:05:47	1057088	view	147551		01-06-2015
01-06-2015 20:48:34	808813	view	67486		01-06-2015
01-06-2015 21:23:20	1054451	view	276105		01-06-2015
01-06-2015 21:08:36	251908	view	212837		01-06-2015
01-06-2015 20:49:41	588923	view	218505		01-06-2015
01-06-2015 21:36:21	209390	view	67487		01-06-2015
01-06-2015 21:26:51	95902	view	298598		01-06-2015
01-06-2015 21:06:53	544163	view	174955		01-06-2015
01-06-2015 20:59:14	158096	view	295785		01-06-2015
01-06-2015 21:23:05	1102703	view	103405		01-06-2015
01-06-2015 21:41:45	679474	view	83791		01-06-2015
01-06-2015 21:30:26	216332	view	65426		01-06-2015
01-06-2015 20:59:22	880180	view	58729		01-06-2015
01-06-2015 21:29:19	1046017	view	444848		01-06-2015
01-06-2015 21:04:32	1246148	view	58194		01-06-2015
01-06-2015 20:55:58	159104	view	463379		01-06-2015
01-06-2015 21:11:58	173287	view	35742		01-06-2015
01-06-2015 21:31:31	393390	view	465522		01-06-2015
01-06-2015 21:24:30	1104441	view	55799		01-06-2015
01-06-2015 20:53:45	753508	view	20785		01-06-2015
01-06-2015 21:11:29	1016655	view	122873		01-06-2015
01-06-2015 20:53:10	481837	view	247307		01-06-2015
02-06-2015 03:44:47	390730	view	181576		02-06-2015
02-06-2015 04:19:03	1353254	view	420056		02-06-2015
02-06-2015 04:19:07	98643	view	420960		02-06-2015
02-06-2015 04:34:59	987208	view	356837		02-06-2015
02-06-2015 04:07:36	519449	view	277651		02-06-2015
02-06-2015 04:14:05	164576	view	69408		02-06-2015
02-06-2015 04:53:22	479753	view	139068		02-06-2015
02-06-2015 04:44:14	56229	addtocart	115244		02-06-2015
02-06-2015 03:44:49	778866	view	281958		02-06-2015
02-06-2015 04:19:18	168685	addtocart	111530		02-06-2015
02-06-2015 04:19:18	734678	view	162345		02-06-2015
02-06-2015 04:14:09	662168	view	37029		02-06-2015
02-06-2015 04:19:22	1238871	view	51561		02-06-2015
02-06-2015 04:27:51	1039327	view	105878		02-06-2015
02-06-2015 04:19:23	332961	view	19572		02-06-2015
02-06-2015 04:03:51	868786	view	325353		02-06-2015
02-06-2015 04:30:13	255540	view	347657		02-06-2015
02-06-2015 03:42:40	777089	view	221329		02-06-2015
02-06-2015 04:19:28	1058384	view	257040		02-06-2015
02-06-2015 03:58:43	520695	view	273743		02-06-2015
02-06-2015 04:19:32	232712	view	336393		02-06-2015
02-06-2015 03:49:46	568374	view	79368		02-06-2015
02-06-2015 04:01:39	674436	view	207581		02-06-2015
02-06-2015 04:43:29	670253	view	390232		02-06-2015
02-06-2015 04:54:16	824915	view	292760		02-06-2015
02-06-2015 04:04:24	1203684	view	80953		02-06-2015
02-06-2015 03:57:06	46497	view	337262		02-06-2015
02-06-2015 03:53:01	1266913	view	380913		02-06-2015
02-06-2015 04:07:53	1132688	view	440128		02-06-2015
02-06-2015 04:00:40	310248	view	172340		02-06-2015
02-06-2015 04:51:07	580269	view	62866		02-06-2015
02-06-2015 04:40:52	492414	view	8501		02-06-2015
02-06-2015 04:19:48	791370	view	302946		02-06-2015
02-06-2015 04:33:31	841219	view	80700		02-06-2015
02-06-2015 03:59:03	573280	view	212918		02-06-2015
02-06-2015 04:39:52	1040932	view	212956		02-06-2015
02-06-2015 04:44:02	821184	view	399728		02-06-2015
02-06-2015 04:19:59	1179330	view	319506		02-06-2015
02-06-2015 03:49:30	197249	view	59477		02-06-2015
02-06-2015 04:25:19	663787	view	219936		02-06-2015
02-06-2015 04:20:07	741671	view	443875		02-06-2015
02-06-2015 04:51:14	774019	view	76734		02-06-2015
